event_id,event_name,series,number,date_iso,weekday,time,venue,city,performers,entrance,announcement_text,sources,date_confidence,conflicts
ev_047,ΓΚΡΟΒΕΡ...,Other,,2018-12-26T21:24:00.000+02:00,Wednesday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Το fuit art cafe ήταν το μέρος που επέλεξε ο “αδερφός” - φίλος – πελάτης Στέργιος Χατζηκυριακίδης ως τον πρώτο σταθμό παρουσίασης του πρώτου του συγγραφικού εγχειρήματος του Γκρόβερ. Ένα μυθιστόρημα π,https://www.fuit.gr/2018/12/grover.html,exact,
ev_048,Η πρέσβειρα της Κούβας στο fuit art cafe,Other,,2018-12-02T19:07:00.000+02:00,Sunday,22:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Την Κυριακή 02 Δεκεμβρίου 2018 το fuit art cafe σε συνεργασία με την Λέσχη Εργασίας αλληλεγγύης και πολιτισμού Γρεβενών είχε τη χαρά και την τιμή να φιλοξενήσει την πρέσβειρα της Δημοκρατίας της Κούβα,https://www.fuit.gr/2018/12/fuit-art-cafe-presveira-kouvas.html,exact,
ev_049,"Προβολή Ντοκιμαντέρ ""Το χρονικό της δικτατορίας 1967-1974"" του Π. Βούλγαρη.",Other,,2018-11-15T19:02:00.000+02:00,Thursday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"Την προβολή ενός εξαιρετικού ντοκιμαντέρ για ""Το χρονικό της δικτατορίας 1967-1974"" του Παντελή Βούλγαρη είχαν τη δυνατότητα να παρακολουθήσουν οι πελάτες του fuit art cafe σε μια εκδήλωση με πρωτοβου",https://www.fuit.gr/2018/11/to-xroniko-tis-diktatorias-1967-1974.html,exact,
ev_050,Ματούλα Ζαμάνη live,Other,,2018-08-04T12:57:00.000+03:00,Saturday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,6 χρόνια fuit art cafe - photo Sokratis Mittas,https://www.fuit.gr/2018/08/live-matoula-zamani.html,exact,
ev_051,Ρεμπέτικη βραδιά,Other,,2018-05-10T12:58:00.000+03:00,Thursday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Λαικά - ρεμπέτικα τραγούδια στο fuit  photo: Sokratis Mittas,https://www.fuit.gr/2018/05/rebetiki-vradia.html,exact,
ev_052,Ένας καφές σε περιμένει στο fuit,Other,,2018-05-08T18:24:00.000+03:00,Tuesday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Αγόρασε καφέ σε έναν συνάθρωπό σου που δεν έχει χρήματα               To  fuit art café  συμμετέχει στην ξεχωριστή πρωτοβουλία του περιοδικού δρόμου  Σχεδία: «Ένας καφές σε περιμένει!»         Ένας κα,https://www.fuit.gr/2019/04/fuit-enas-kafes-se-perimenei-grevena.html,exact,
ev_053,Καπέλα fuit και fuckit ,Other,,2018-03-03T13:48:00.000+02:00,Saturday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Μας το ζητήσατε και δεν μπορέσαμε να σας χαλάσουμε χατίρι.  Καπέλα fuit  και  fuckit  σε πέντε διαφορετικά σχέδια. Θα φορεθεί πολύ τη φετινή χρονιά...,https://www.fuit.gr/2018/03/hat.html,exact,
ev_054,5th Balkanita festival,Other,,2018-02-20T13:00:00.000+02:00,Tuesday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Manitarock vol.12 photo: Sokratis Mittas,https://www.fuit.gr/2018/02/5th-balkanita-festival.html,exact,
ev_055,Κωσταντής Πιστιόλης vol.03,Other,,2018-01-12T13:03:00.000+02:00,Friday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Kostantis Pistiolis vol.03 - photo: Sokratis Mittas,https://www.fuit.gr/2018/01/konstantis-pistiolis-vol03.html,exact,
ev_056,Κωσταντής Πιστιόλης στο fuit,Other,,2017-07-10T13:08:00.000+03:00,Monday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Pistiolis rules - photo: sokratis mittas,https://www.fuit.gr/2017/07/fuit-konstatis-pistiolis.html,exact,
ev_057,Manitarock Vol.11,Other,,2017-07-03T13:10:00.000+03:00,Monday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Manitarock n roll vol.11 photo: Sokratis Mittas,https://www.fuit.gr/2017/07/manitarock-vol11.html,exact,
ev_058,Sancho 003 live,Other,,2017-05-19T13:45:00.000+03:00,Friday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,fuit 19-05-17 photo: sokratis mittas,https://www.fuit.gr/2017/05/sancho-003-live.html,exact,
ev_059,FUIT - SURF - SNOWBOARD,Other,,2017-03-02T14:09:00.000+02:00,Thursday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Μπρελόκ fuit  σε διάφορα σχέδια. Πάνινα και μεταλλικά.  Ξύλινες σανίδες surf  για τους λάτρεις της θάλασσας και  μεταλλικά σανιδάκια snowboard  για τους λάτρεις του βουνού.,https://www.fuit.gr/2019/06/keys.html,exact,
ev_060,Manitarock vol.09,Other,,2017-01-02T13:46:00.000+02:00,Monday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Manitarock & troll photo: Sokratis Mittas,https://www.fuit.gr/2017/01/manitarock-vol09.html,exact,
ev_061,Ο Χρήστος Σωτηρακόπουλος στα Γρεβενά ,Other,,2016-06-24T21:44:00.000+03:00,Friday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Μία ιδιαίτερα ενδιαφέρουσα παρουσίαση βιβλίου έγινε την Παρασκευή 24 Ιουνίου 2016 στο fuit art cafe.           Ο κορυφαίος Έλληνας sportscaster  Χρήστος Σωτηρακόπουλος ήρθε για 1η φορά στα Γρεβενά και,https://www.fuit.gr/2016/06/xristos-sotirakopoulos-fuit.html,exact,
ev_062,Manitarock vol.07,Other,,2016-06-09T13:44:00.000+03:00,Thursday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Manitarock n Roll by Sokratis Mittas,https://www.fuit.gr/2016/06/manitarock-vol07.html,exact,
ev_063,Manitarock live- vol.06,Other,,2016-05-13T13:43:00.000+03:00,Friday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Κάθε φορά και χειρότερα... photo by: sokratis mittas,https://www.fuit.gr/2016/05/manitarock-live-vol06.html,exact,
ev_064,Baildsa live @ fuit art cafe,Other,,2016-03-23T13:52:00.000+02:00,Wednesday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Απόκριες 2016 photo by sokratis mittas,https://www.fuit.gr/2016/03/baildsa-live-fuit-art-cafe.html,exact,
ev_065,Manitarock LIve VOL.5,Other,,2015-12-28T13:53:00.000+02:00,Monday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Πόλεμος με Manitarock στο fuit art cafe,https://www.fuit.gr/2015/12/manitarock-live-vol5.html,exact,
ev_066,BAILDSA live 24/12/15,Other,,2015-12-24T13:48:00.000+02:00,Thursday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Το καλύτερο αξεσουάρ για τα κρύες μέρες του Χειμώνα στα Γρεβενά και όχι μόνο.  Σκουφάκια  fuit σε 4 υπέροχα χρώματα,https://www.fuit.gr/2015/12/baildsa-live-241215.html; https://www.fuit.gr/2013/12/beanies.html,exact,
ev_067,"Γνώρισε το Σκύλο σου, Άλλαξε τη Ζωή σου",Other,,2015-12-08T17:23:00.000+02:00,Tuesday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"Αυτό ήταν το βασικό μήνυμα στο διήμερο  Σεμινάριο Εκπαίδευσης Σκύλων  για το κοινό, που διεξήχθη για πρώτη φορά στην πόλη των Γρεβενών το Σαββατοκύριακο που μας πέρασε.    Βασικός ομιλητής της εκδήλωσ",https://www.fuit.gr/2015/12/blog-post.html,exact,
ev_068,Αλληλεγγύη στους πρόσφυγες,Other,,2015-12-03T19:36:00.000+02:00,Thursday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"Το προσφυγικό ήταν είναι και θα παραμείνει ένα τεράστιο θέμα όχι μόνο για τη χώρα μας, αλλά σε παγκόσμιο επίπεδο.         Τα τελευταία χρόνια η Ελλάδα το χει ακόμα πιο έντονα καθώς χιλιάδες πρόσφυγες ",https://www.fuit.gr/2015/12/allilegii-stous-prosfyges.html,exact,
ev_069,ΠΛΗΡΗ ΝΤΑΞΕΙ live στο fuit,Other,,2015-06-16T22:14:00.000+03:00,Tuesday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,photo: Θωμαή Γκαντήραγα,https://www.fuit.gr/2015/06/live-fuit-pliri-ntaxei.html,exact,
ev_070,Ο Κωσταντίνος Τζούμας στο fuit ,Other,,2015-04-04T21:12:00.000+03:00,Saturday,22:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"Στα Γρεβενά και στο fuit art cafe βρέθηκε το Σάββατο 04 Απριλίου ο Κωσταντίνος Τζούμας. Ο γνωστός ηθοποιός και μουσικός παραγωγός παρουσίασε στο κοινό του fuit τα τρία αυτοβιογραφικά βιβλία του,  Πανω",https://www.fuit.gr/2015/04/konstantinos-tzoumas-fuit.html,exact,
ev_071,Johny Carbonaras live @ fuit art cafe,Other,,2015-03-24T13:50:00.000+02:00,Tuesday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Απόκριες 2016 photo by sokratis mitas,https://www.fuit.gr/2015/03/johny-carbonaras-live-fuit-art-cafe.html,exact,
ev_072,Folk n Roll @ Fuit art cafe,Other,,2015-03-15T13:51:00.000+02:00,Sunday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Απόκριες 2016 photo by Sokratis Mittas,https://www.fuit.gr/2015/03/folk-n-roll-fuit-art-cafe.html,exact,
ev_073,Baildsa Zvarna LIVE στο fuit 2015,Other,,2015-02-24T22:15:00.000+02:00,Tuesday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,photo: Vasilis Xarizopoulos,https://www.fuit.gr/2015/02/baildsa-zvarna-live-fuit-2015.html,exact,
ev_074,fuit art cafe vs Εθνική Ομάδα Άστεγων,Other,,2014-11-28T18:55:00.000+02:00,Friday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"«Μια μπάλα για μια καλύτερη ζωή» στα Γρεβενά         Tο ποδόσφαιρο της αλληλεγγύης νίκησε και πάλι, αυτή τη φορά την Κυριακή, 23 Νοεμβρίου, στην πολύ όμορφη και φιλόξενη πόλη των Γρεβενών. Η ποδοσφαιρ",https://www.fuit.gr/2019/04/fuit-art-cafe-vs-ethniki-omada-astegon.html,exact,
ev_075,Ψαρογιώργης LIVE,Other,,2014-02-13T22:18:00.000+02:00,Thursday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Δύο μοναδικές βραδιές στο fuit,https://www.fuit.gr/2014/02/live-psarogiorgis.html,exact,
ev_076,Oghene Kologbo LIVE,Other,,2013-09-16T22:21:00.000+03:00,Monday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Afrobeat Party @ fuit art cafe,https://www.fuit.gr/2013/09/oghene-kologbo-live.html,exact,
ev_077,De Sades @ fuit art cafe,Other,,2013-03-15T22:20:00.000+02:00,Friday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,15/03/13,https://www.fuit.gr/2013/03/de-sades-fuit-art-cafe.html,exact,
ev_078,Prostidudes LIVE @ fuit art cafe,Other,,2013-02-13T22:24:00.000+02:00,Wednesday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Ότι και να πεις κανείς γι' αυτό το live είναι απλά... λίγο!!!,https://www.fuit.gr/2013/02/prostidudes-live-fuit-art-cafe.html,exact,
ev_079,Balarom Trio LIVE @ fuit art cafe,Other,,2013-01-05T22:07:00.000+02:00,Saturday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Σάββατο 05 Ιανουαρίου 2013,https://www.fuit.gr/2013/01/balarom-trio-live-fuit-art-cafe.html,exact,
ev_080,Μαρία Παπαγεωργίου LIVE @ fuit art cafe,Other,,2012-12-12T22:05:00.000+02:00,Wednesday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,photo by vasilis xarizopoulos,https://www.fuit.gr/2012/12/live-fuit-art-cafe-maria-papageorgiou.html,exact,
ev_081,Nikos Hatzis at fuit art cafe,Other,,2012-11-02T22:02:00.000+02:00,Friday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,,https://www.fuit.gr/2012/11/nikos-hatzis-at-fuit-art-cafe.html,exact,
ev_082,Απίστευτη βραδιά με ΤΑΚΗ ΚΙΤΣΙΟΥΛΗ στο fuit art cafe,Other,,2012-10-29T22:01:00.000+02:00,Monday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,,https://www.fuit.gr/2012/10/fuit-art-cafe-takis-kitsioulis.html,exact,
ev_083,ΟΙΝΟΣ ΕΡΥΘΡΟΣ ΞΗΡΟΣ ,Other,,2012-10-18T12:58:00.000+03:00,Thursday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Οίνος Ερυθρός Ξηρός - 2012     Εμφιαλώθηκε για το  fuit art cafe  από το  ΚΤΗΜΑ ΖΕΡΒΑ,https://www.fuit.gr/2012/10/blog-post.html,exact,
ev_084,About us,Other,,2010-01-01T12:04:00.000+02:00,Friday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"O ιδιοκτήτης:  έχει δύο παρατσούκλια: το ένα είναι το « φούιτ », προερχόμενο ούτε από το Λατινικό, ούτε από Γαλλικό fuit, αλλά από το Βορειοελλαδίτικο φούιτ, τουτέστιν « το έχω ντιπ χαμένο ». Το άλλο ",https://www.fuit.gr/2019/02/about-fuit-grevena.html,exact,
ev_085,6th Radical Party - GREVENA Vasilitsa ,Radical Party,,2025-01-19T03:32:00.000-08:00,Sunday,21:00,Unknown,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,6th Radical Party - GREVENA Vasilitsa,https://www.fuitwashere.gr/2025/03/6th-radical-party-grevena-vasilitsa.html,exact,
ev_086,VASILITSA 24-25/01 - Ράντικαλ Πάρτι,Radical Party,,2024-12-12T02:52:00.000-08:00,Thursday,21:00,Βασιλίτσα Ski Resort,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,❄️ Αυτό που ζήσαμε πέρυσι ήταν μαγικό. Μας ζητήσατε να το επαναλάβουμε και το κάνουμε πράξη.  ❄️  ΡΑΝΤΙΚΑΛ ΠΑΡΤΥ  στο αγαπημένο μας βουνό στη Βασιλίτσα. Αυτή τη φορά δίπλα στην πίστα στο λατρεμένο μας,https://www.fuitwashere.gr/2024/12/blog-post.html,exact,
ev_087,Accessories make everything better ,Other,,2024-07-12T01:51:00.000-07:00,Friday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Accessories make everything better... ❤ Fuit was here : Lanyard/ Enamel Mugs/ Tumbler Bottle  👍Position : Kyparissi Grevena Greece  😎Photo Credits : Giannis Evangelopoulos,https://www.fuitwashere.gr/2024/07/accessories-make-everything-better.html,exact,
ev_088,Fuit Was Here - Tank Tops,Other,,2024-06-09T23:25:00.000-07:00,Monday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"Tank Tops - BUT FIRST SURFING * The RST line is a version of a full-printed tank top. * Super lightweight, fully customised, extremely breathable and multipurpose, it can be used on the field or as a ",https://www.fuitwashere.gr/2024/06/fuit-was-here-tank-tops.html; https://www.fuitwashere.gr/2024/06/terrace-project-thessaloniki.html,exact,
ev_089,Lake Project - Platanodasos Rymnio ,Radical Party,,2024-05-18T00:42:00.000-07:00,Saturday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"Lake Project... ❤  Fuit was here  : T-shirts, Tank tops, Crop tops  👍 Position  : Platanodasos Rymnio - Aiani Kozanis   😎 Photo Credits  : Dimitris Vavliaras",https://www.fuitwashere.gr/2024/05/lake-project-platanodasos-rymnio.html; https://www.fuitwashere.gr/2024/07/5th-radical-party-athens-koukaki.html,exact,
ev_090,Athens 07/07 - Ράντικαλ Πάρτι vol.02,ΒΛΑΞ,,2024-05-16T04:54:00.000-07:00,Thursday,21:00,Καφενείο Η Αυλή,Αθήνα,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Την πρώτη φορά περάσαμε υπέροχα... Μας ζητήσατε να το επαναλάβουμε και ένα χρόνο μετά έφτασε η στιγμή να ανταμώσουμε και πάλι στην πρωτεύουσα. Η στιγμή που όλοι περιμένατε ΕΦΤΑΣΕ.  Τα RADICAL PARTY συ,https://www.fuitwashere.gr/2024/06/athens-0707-vol02.html,exact,
ev_091,Enamel Camping Mug - NEW - 100% Pure Adrenaline ,Radical Party,,2024-05-15T09:00:00.000-07:00,Wednesday,22:00,Unknown,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Enamel Camping Mug -  100% Pure Adrenaline  Ιδανικές για τις εξορμήσεις σας σε βουνό και θάλασσα. Το απόλυτο αξεσουάρ για camping όλες τις εποχές του χρόνου. Ιδιαίτερα ανθεκτική σε υψηλές αλλά και χαμ,https://www.fuitwashere.gr/2024/05/enamel-camping-mug-new-100-pure.html,exact,
ev_092,4th Radical Party - Vasilitsa Grevena,Radical Party,,2024-01-25T01:26:00.000-08:00,Thursday,21:00,Unknown,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,3rd Radical Party - Elatochori Alseides Houtique Hotel  👍 Σάββατο 19 - Κυριακή 20 Ιανουαρίου Νοεμβρίου 2024 - Vasilitsa 1850 - Γρεβενά 💥 Photo Project : Γιάννης Ευαγγελόπουλος,https://www.fuitwashere.gr/2024/01/4th-radical-party-vasilitsa-grevena.html,exact,
ev_093,Fuit Was Here - Winter T-Shirt Collection,Other,,2023-11-24T01:40:00.000-08:00,Friday,22:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Free,Fuit Was Here - Winter T-Shirt Collection Description  *  Made in:  GREECE    *   Color  : WHITE 🤍 *  Logo  : NO FRIENDS ON POWDER DAYS  & KEEP VASILITSA WEIRD  *  Composition  : 100% cotton  * Casual,https://www.fuitwashere.gr/2023/11/fuit-was-here-winter-t-shirt-collection.html; https://www.fuitwashere.gr/2023/11/fuit-was-here-t-shirt-black.html,exact,
ev_094,Fuit Was Here - Unisex T-Shirts ,Other,,2023-11-13T00:30:00.000-08:00,Monday,22:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,FUIT WAS HERE - New T-shirts Description   *  Made in : GREECE   *  Color :   🩶 Mouse Gray  💚 Dark Khaki 🧡 Terracotta *  Logo : FUIT WAS HERE  *  Composition  : 100% cotton  * Casual and understricted,https://www.fuitwashere.gr/2023/11/fuit-was-here-unisex-t-shirts.html,exact,
ev_095,Crop Tops - Black ,Radical Party,,2023-11-09T15:04:00.000-08:00,Friday,22:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"❄️ Το ζητήσατε και το κάναμε πραγματικότητα. Το fuit πάει  ΒΑΣΙΛΙΤΣΑ .  ❄️  ΡΑΝΤΙΚΑΛ ΠΑΡΤΥ  στο αγαπημένο μας βουνό. Στο αγαπημένο μας καταφύγιο Vasilitsa V1850  , εκεί που μεγαλώσαμε και αγαπήσαμε το",https://www.fuitwashere.gr/2023/11/crop-top-black.html; https://www.fuitwashere.gr/2023/11/vasilitsa-19-2001.html,exact,
ev_096,3rd Radical Party - Elatochori Alseides boutique hotel ,Radical Party,,2023-11-05T15:24:00.000-08:00,Monday,21:00,Unknown,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,3rd Radical Party - Elatochori Alseides Houtique Hotel  👍 Σάββατο 04 Νοεμβρίου 2023 - Alseides boutique hotel - Ελατοχώρι  💥 Photo Project : Γιάννης Ευαγγελόπουλος,https://www.fuitwashere.gr/2023/11/3rd-radical-party-elatochori-pierias.html,exact,
ev_097,Elatochori 04/11 - Ράντικαλ Πάρτι  ,Radical Party,,2023-11-03T15:42:00.000-07:00,Saturday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"ΠΑΡΑΣΚΕΥΗ 03 & ΣΑΒΒΑΤΟ 04 ΝΟΕΜΒΡΙΟΥ το fuit πάει Ελατοχώρι... Για ένα πάρτι διαφορετικό απολα τα υπόλοιπα. Και σας προσκαλούμε εκεί. Σ'ένα διήμερο με dj set, cocktails και BBQ. Διήμερη διανυκτέρευση σ",https://www.fuitwashere.gr/2023/11/elatochori-0411.html,exact,
ev_098,Fuit Was Here - T-shirts ,Other,,2023-11-01T02:05:00.000-07:00,Wednesday,22:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,FUIT WAS HERE - New T-shirts Made in:  Greece Composition :   100% cotton Colors :  🩶 Mouse Gray  💚 Dark Khaki 🧡 Terracotta Logo : Fuit Was Here  Sizes :  MEDIUM / LARGE / X-LARGE / XX-LARGE,https://www.fuitwashere.gr/2023/07/fuit-was-here-t-shirts.html,exact,
ev_099,2nd Radical Party - Thessaloniki Thermaikos Bar,Radical Party,,2023-10-02T10:31:00.000-07:00,Monday,21:00,Unknown,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,2nd Radical Party - Thessaloniki Thermaikos Bar 👍 Κυριακή 01 Οκτωβρίου 2023 - Θερμαϊκός Μπαρ - Θεσσαλονίκη  💥 Photo Project : Γιώργος Τορλακίδης,https://www.fuitwashere.gr/2023/10/2nd-radical-party-thessaloniki.html,exact,
ev_100,THESSALONIKI 01/10 - Ράντικαλ Πάρτι ,Radical Party,,2023-08-29T02:32:00.001-07:00,Tuesday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"Θεσσαλονίκη είσαι εδώ; Θεσσαλονίκη είσαι έτοιμη; Τα Ράντικαλ Πάρτι ξεκίνησαν, δεύτερη στάση ΘΕΣΣΑΛΟΝΙΚΗ Μη ρωτήσετε που; Δεν θα μπορούσε να γίνει αλλού. Στο μπαρ της καρδιάς μας. Στο μπαρ που μεγαλώσα",https://www.fuitwashere.gr/2023/08/thessaloniki-0110.html,exact,
ev_101,Keep Vasilitsa Weird ,Radical Party,,2023-06-23T04:19:00.006-07:00,Friday,21:00,Unknown,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Live to Get Radical 🩷  T-Shirt : Keep Vasilitsa Weird 📍  Position : Athens Greece  📸  Photo credits:  @George Kondilis  -  Model : @yanmungul,https://www.fuitwashere.gr/2023/06/blog-post.html,exact,
ev_102,1st Radical Party - ATHENS Koukaki ,Radical Party,,2023-05-18T00:58:00.008-07:00,Thursday,21:00,Καφενείο Η Αυλή,Αθήνα,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,1st Radical Party - ATHENS Koukaki  👍 Κυριακή 14 Μαϊου 2023 - Καφενείο Η ΑΥΛΗ - Κουκάκι Αθήνα  💥 Photo Project : Γιώργος Κονδύλης,https://www.fuitwashere.gr/2023/05/1st-radical-party-athens-koukaki.html,exact,
ev_103,ATHENS 14/05 - Ράντικαλ Πάρτι ,Radical Party,,2023-04-19T14:53:00.000-07:00,Thursday,21:00,Καφενείο Η Αυλή,Αθήνα,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Η στιγμή που όλοι περιμένατε  ΕΦΤΑΣΕ   Τα  PARTY  ξεκινάνε...  ΑΘΗΝΑ ΕΡΧΟΜΑΣΤΕ ... ▪️Σας είχαμε πει δεν θα χαθούμε... ▪️Σας είχαμε πει θα ξαναβρεθούμε...  ▪️Σας είχαμε πει θα ξαναπαρταρουμε...  ▪️Σε ά,https://www.fuitwashere.gr/2023/04/athens-1405.html,exact,
ev_104,Tote Bags ,Other,,2023-04-17T11:48:00.016-07:00,Monday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Fuit Was Here - Tote Bags  Περιγραφή  Τα τελευταία χρόνια η δημοτικότητα τους έχει αυξηθεί κατακόρυφα κι αυτό μόνο τυχαίο δεν είναι. Οι υφασμάτινες τσάντες είναι ιδανικές για να μεταφέρετε πετσέτες στ,https://www.fuitwashere.gr/2023/04/fuit-was-here-tote-bags.html,exact,
ev_105,No Friends on Powder Days -T-Shirt White,Other,,2023-04-05T14:30:00.000-07:00,Thursday,22:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Free,Fuit Was Here - NO FRIENDS ON POWDER DAYS    Description  *  Made in:  GREECE    *   Color  : White  *  Logo  : NO FRIENDS ON POWDER DAYS  *  Composition  : 100% cotton  * Casual and understricted rel,https://www.fuitwashere.gr/2023/03/fuit-was-here-no-friends-on-powder-days.html,exact,
